id,label,path
0d1236c8-453d-415d-9583-ac1d45b8c5d5.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0d1236c8-453d-415d-9583-ac1d45b8c5d5.png
2d4c711c-b7f8-40c4-bdd5-638f15ccbf87.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2d4c711c-b7f8-40c4-bdd5-638f15ccbf87.png
1d212a32-c36a-4cd8-9257-ff5b6f36fa62.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1d212a32-c36a-4cd8-9257-ff5b6f36fa62.png
0e93f030-e7da-455f-9778-b383b0918b3f.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0e93f030-e7da-455f-9778-b383b0918b3f.png
2b4adc0a-ed99-4ea3-b4a7-d9fa7fc5d6a0.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2b4adc0a-ed99-4ea3-b4a7-d9fa7fc5d6a0.png
0e0752ae-66b1-4ca6-a525-0d6cf289416b.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0e0752ae-66b1-4ca6-a525-0d6cf289416b.png
0cb595a3-92fa-4d0b-98ab-bb246641370d.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/0cb595a3-92fa-4d0b-98ab-bb246641370d.png
1c4e4e95-fc0a-4a10-bc7b-092b756300f8.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1c4e4e95-fc0a-4a10-bc7b-092b756300f8.png
1aa77042-6d97-4ac2-ac7c-2a2918829ca7.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1aa77042-6d97-4ac2-ac7c-2a2918829ca7.png
1a518ec4-e93a-477f-8f5d-5ddd67ca31fc.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1a518ec4-e93a-477f-8f5d-5ddd67ca31fc.png
2bf69993-9406-48cc-8232-fa29acf31672.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2bf69993-9406-48cc-8232-fa29acf31672.png
1f5d06af-1772-4264-a370-e7b46d6da2be.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/1f5d06af-1772-4264-a370-e7b46d6da2be.png
11a17080-a999-4c1f-9f78-ad1476ce0d69.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/11a17080-a999-4c1f-9f78-ad1476ce0d69.png
0f22063d-7903-47b6-b2ec-9c810f176f68.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0f22063d-7903-47b6-b2ec-9c810f176f68.png
2d4f97cc-c77f-4d68-a115-5c5ae968f137.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2d4f97cc-c77f-4d68-a115-5c5ae968f137.png
1d6e7756-b34a-4b21-a39f-9dbe5d834430.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1d6e7756-b34a-4b21-a39f-9dbe5d834430.png
11cde8a1-1935-444b-b808-6b696f748f00.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/11cde8a1-1935-444b-b808-6b696f748f00.png
0fa2d698-cc33-492e-b367-cba46f1781d6.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0fa2d698-cc33-492e-b367-cba46f1781d6.png
0e144dfb-b924-4107-9011-61a49da05fa1.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0e144dfb-b924-4107-9011-61a49da05fa1.png
0cbf2a18-c52d-4979-bbc7-f90bd60dc9f4.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/0cbf2a18-c52d-4979-bbc7-f90bd60dc9f4.png
0b4cff96-dc1e-486b-9ec0-02a010d43457.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/0b4cff96-dc1e-486b-9ec0-02a010d43457.png
1e8eedbd-a9f2-4567-b601-73613e0360cf.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1e8eedbd-a9f2-4567-b601-73613e0360cf.png
2c43acf0-081a-4573-9586-5a63a2928521.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2c43acf0-081a-4573-9586-5a63a2928521.png
16a31ce5-5f35-419e-b6a6-25834c522306.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/16a31ce5-5f35-419e-b6a6-25834c522306.png
1f9be2f0-18dd-49fe-8ace-b8ca5cdc10ea.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1f9be2f0-18dd-49fe-8ace-b8ca5cdc10ea.png
1f5146a1-d82d-4b29-810e-3c5ddcdabfad.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1f5146a1-d82d-4b29-810e-3c5ddcdabfad.png
0e4b2a89-6a81-4e77-bca9-f61d08716783.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/0e4b2a89-6a81-4e77-bca9-f61d08716783.png
0b03a7c6-bce1-42ed-b2d3-297c1001a6f8.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0b03a7c6-bce1-42ed-b2d3-297c1001a6f8.png
9eccd24b-504b-4500-a21d-32fbbebf5db7.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/9eccd24b-504b-4500-a21d-32fbbebf5db7.png
1aabb52a-8fa7-46ac-869c-882cd12eb654.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1aabb52a-8fa7-46ac-869c-882cd12eb654.png
10b7b2e5-cf89-4cf3-a247-f3da3fce7727.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/10b7b2e5-cf89-4cf3-a247-f3da3fce7727.png
02b68872-7f6f-41a9-ba4f-3dc6480ec0b6.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/02b68872-7f6f-41a9-ba4f-3dc6480ec0b6.png
09b76ce3-ae69-493c-bc7a-ee8a1429b651.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/09b76ce3-ae69-493c-bc7a-ee8a1429b651.png
9b3100f1-7d7c-4989-bac8-03f9a2831743.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/9b3100f1-7d7c-4989-bac8-03f9a2831743.png
2cec4be3-9df3-4c6d-bfe9-e6e69a950990.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2cec4be3-9df3-4c6d-bfe9-e6e69a950990.png
1f1d7dbe-254a-4b04-ba49-68a7560e390d.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1f1d7dbe-254a-4b04-ba49-68a7560e390d.png
9dbb690a-6da0-4fcc-8a42-3d7dc5487a7c.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/9dbb690a-6da0-4fcc-8a42-3d7dc5487a7c.png
1ecb6741-5335-4a5a-b990-6b70c60db918.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1ecb6741-5335-4a5a-b990-6b70c60db918.png
1e72b7bf-d2c7-46ac-8675-d4cbb28b47b2.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1e72b7bf-d2c7-46ac-8675-d4cbb28b47b2.png
1d057185-9717-4582-a872-b4d1bd8e103c.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1d057185-9717-4582-a872-b4d1bd8e103c.png
1df3c52e-80ef-4013-9764-b77d69be10cd.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/1df3c52e-80ef-4013-9764-b77d69be10cd.png
1dfc356e-24eb-415b-b0ca-1005c63fffca.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1dfc356e-24eb-415b-b0ca-1005c63fffca.png
1b887e78-98a7-46dc-bcf9-8db7ffd4e80c.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/1b887e78-98a7-46dc-bcf9-8db7ffd4e80c.png
0dc8afa3-6a73-4e17-87a2-4188100b954c.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/0dc8afa3-6a73-4e17-87a2-4188100b954c.png
0dc7d434-677a-43ac-b6ca-3d07555c9c46.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/0dc7d434-677a-43ac-b6ca-3d07555c9c46.png
1c6090e4-1136-414b-aa29-3cc1ba70875b.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1c6090e4-1136-414b-aa29-3cc1ba70875b.png
0a561e47-e954-40bc-9680-bb510bf4bb69.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0a561e47-e954-40bc-9680-bb510bf4bb69.png
1cc43a3b-276e-445b-977e-df3130045c5f.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1cc43a3b-276e-445b-977e-df3130045c5f.png
0fe5a5ac-4557-4d1e-a441-3c1d798d3f10.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0fe5a5ac-4557-4d1e-a441-3c1d798d3f10.png
1ca82334-bd8f-4768-93a0-7c77fd6dd58b.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/1ca82334-bd8f-4768-93a0-7c77fd6dd58b.png
0b50562a-feff-4fd5-95ad-2ebcbd65547e.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/0b50562a-feff-4fd5-95ad-2ebcbd65547e.png
1e6ece91-bf14-40b1-b3f6-9274bd6f1944.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1e6ece91-bf14-40b1-b3f6-9274bd6f1944.png
02bdf9a1-599b-4e6a-93ff-f7f9c44c8198.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/02bdf9a1-599b-4e6a-93ff-f7f9c44c8198.png
01a8f858-4e7b-4ae5-b1fa-7359a3e1f8af.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/01a8f858-4e7b-4ae5-b1fa-7359a3e1f8af.png
01ff91da-ac28-4b4a-a33d-978f8fb124ed.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/01ff91da-ac28-4b4a-a33d-978f8fb124ed.png
1f2a9b4b-027b-446b-877e-7caa13548c91.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1f2a9b4b-027b-446b-877e-7caa13548c91.png
0cd15388-e01c-4452-8683-8d5c7aaea5f7.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0cd15388-e01c-4452-8683-8d5c7aaea5f7.png
0f0d61a7-b07d-4766-a447-26b588558b8a.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0f0d61a7-b07d-4766-a447-26b588558b8a.png
1a4345b2-bf0d-4920-ae21-03880d78f9f8.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/1a4345b2-bf0d-4920-ae21-03880d78f9f8.png
9dd676f3-ad6e-410d-9f9c-fb019e614ff3.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/9dd676f3-ad6e-410d-9f9c-fb019e614ff3.png
2a55bb22-7892-48e5-b345-ac3a75138e7f.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2a55bb22-7892-48e5-b345-ac3a75138e7f.png
2d79cafe-18af-4051-9baa-ca76fff2ffca.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2d79cafe-18af-4051-9baa-ca76fff2ffca.png
2d76704b-1a9b-421e-bcab-f1a84dced9a0.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2d76704b-1a9b-421e-bcab-f1a84dced9a0.png
1c77811b-0f42-4fe6-a0c0-ababab550fcb.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1c77811b-0f42-4fe6-a0c0-ababab550fcb.png
2df83075-8ace-4f2b-af6c-f1b4bf4f6fd5.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2df83075-8ace-4f2b-af6c-f1b4bf4f6fd5.png
00b72bc9-f483-425b-b342-a47d5b1c9b46.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/00b72bc9-f483-425b-b342-a47d5b1c9b46.png
1a16136d-2f5f-4bbb-8763-0b537bbe259b.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1a16136d-2f5f-4bbb-8763-0b537bbe259b.png
0c656fc7-04c3-400e-9bbe-f610bb95c9dd.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0c656fc7-04c3-400e-9bbe-f610bb95c9dd.png
1a630842-d4a6-4702-a19b-8c1e4416b0b8.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1a630842-d4a6-4702-a19b-8c1e4416b0b8.png
2daeee66-bd8e-4f62-a475-5204469522fa.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2daeee66-bd8e-4f62-a475-5204469522fa.png
02d90546-4e2c-4b13-b203-565f3ef40176.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/02d90546-4e2c-4b13-b203-565f3ef40176.png
1c25c6ee-01b1-459e-870b-66102933a873.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1c25c6ee-01b1-459e-870b-66102933a873.png
2dda4920-45f6-4a63-8ab5-df1729a484a4.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2dda4920-45f6-4a63-8ab5-df1729a484a4.png
0da26d8f-94c5-4264-92c0-e713509a81e6.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0da26d8f-94c5-4264-92c0-e713509a81e6.png
0a4f69e2-8e86-4359-a171-52616fbe72da.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/0a4f69e2-8e86-4359-a171-52616fbe72da.png
1cee3d20-57ee-415a-b35f-b54f80bcb15a.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1cee3d20-57ee-415a-b35f-b54f80bcb15a.png
2de6f7aa-dba9-4abe-bf46-65220e46955f.png,1,data/detect-targets-in-radar-signals/denoising/demo/noisy/2de6f7aa-dba9-4abe-bf46-65220e46955f.png
0bcda10e-7985-4320-8a0e-d6a72faef83f.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0bcda10e-7985-4320-8a0e-d6a72faef83f.png
2dcaa874-dc0a-4401-80f0-c223144fcb5c.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2dcaa874-dc0a-4401-80f0-c223144fcb5c.png
0b25edb8-e295-4439-98fe-c764e1f84204.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0b25edb8-e295-4439-98fe-c764e1f84204.png
2d90577e-0e3d-457d-b98c-114ee472f8ec.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2d90577e-0e3d-457d-b98c-114ee472f8ec.png
0acefb4d-c92d-4920-9fcc-59c2bd5c505a.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0acefb4d-c92d-4920-9fcc-59c2bd5c505a.png
0f3cebb7-3572-4033-9f1c-ad43c8d3f0b9.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0f3cebb7-3572-4033-9f1c-ad43c8d3f0b9.png
0ec5e7b9-d387-4ead-96da-979050e2f00c.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0ec5e7b9-d387-4ead-96da-979050e2f00c.png
0f530c20-c331-48ee-9c1f-5f48e3ade312.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0f530c20-c331-48ee-9c1f-5f48e3ade312.png
2b1c6c36-ff62-4564-93bc-6ecc297a44a8.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/2b1c6c36-ff62-4564-93bc-6ecc297a44a8.png
0fabb3fa-43ce-4304-b16d-9b6af5e58d57.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0fabb3fa-43ce-4304-b16d-9b6af5e58d57.png
1ae7bf55-eb52-43d1-90e4-5ada0e54d9d9.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1ae7bf55-eb52-43d1-90e4-5ada0e54d9d9.png
1b50a864-67d8-4ade-a821-d5a65699c715.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1b50a864-67d8-4ade-a821-d5a65699c715.png
1a641b4e-d3b0-44ad-ac7f-949c3dc62cc4.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1a641b4e-d3b0-44ad-ac7f-949c3dc62cc4.png
0b358bc0-8454-4a64-b46b-ce42180cdd95.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0b358bc0-8454-4a64-b46b-ce42180cdd95.png
1d6eaf63-1e1d-4c61-9cc6-11753cb66199.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1d6eaf63-1e1d-4c61-9cc6-11753cb66199.png
0eaeebd5-da19-4ca0-a302-7fe096ffb483.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/0eaeebd5-da19-4ca0-a302-7fe096ffb483.png
1e3b70a5-d3b0-479e-ba05-332fb37c6e1e.png,0,data/detect-targets-in-radar-signals/denoising/demo/clear/1e3b70a5-d3b0-479e-ba05-332fb37c6e1e.png
